Datum;Gemeinde;Geschlecht;Staatsangehoerigkeit;Anzahl;Jahr;Wohnviertel-Name;Wohnviertel-ID
31. Dezember 2022;Basel;W;Afghanistan;9;2022;Matthäus;17
31. Dezember 2022;Basel;W;Chile;2;2022;Matthäus;17
31. Dezember 2022;Basel;W;Russland;22;2022;Matthäus;17
31. Dezember 2022;Basel;W;Schweiz;3862;2022;Matthäus;17
31. Dezember 2021;Basel;M;Australien;3;2021;Matthäus;17
31. Dezember 2021;Basel;M;Israel;6;2021;Matthäus;17
31. Dezember 2021;Basel;M;Kanada;17;2021;Matthäus;17
31. Dezember 2021;Basel;M;Kasachstan;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Nordmazedonien;165;2021;Matthäus;17
31. Dezember 2021;Basel;M;Staatenlos;1;2021;Matthäus;17
31. Dezember 2021;Basel;W;Myanmar;1;2021;Matthäus;17
31. Dezember 2021;Basel;W;Peru;4;2021;Matthäus;17
31. Dezember 2021;Basel;W;Polen;41;2021;Matthäus;17
31. Dezember 2021;Basel;W;Russland;22;2021;Matthäus;17
31. Dezember 2021;Basel;W;Serbien;135;2021;Matthäus;17
31. Dezember 2021;Basel;W;Österreich;50;2021;Matthäus;17
31. Dezember 1994;Basel;M;Rumänien;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Türkei;879;1994;Matthäus;17
31. Dezember 1994;Basel;W;Kamerun;4;1994;Matthäus;17
31. Dezember 1994;Basel;W;Portugal;98;1994;Matthäus;17
31. Dezember 1994;Basel;W;Spanien;326;1994;Matthäus;17
31. Dezember 1994;Basel;W;Österreich;26;1994;Matthäus;17
31. Dezember 1980;Basel;M;Österreich;37;1980;Matthäus;17
31. Dezember 1980;Basel;W;Brasilien;2;1980;Matthäus;17
31. Dezember 1982;Basel;M;San Marino;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Spanien;411;1982;Matthäus;17
31. Dezember 1996;Basel;W;Slowenien;7;1996;Matthäus;17
31. Dezember 1996;Basel;W;Tschechien;8;1996;Matthäus;17
31. Dezember 1996;Basel;W;Tschechoslowakei;3;1996;Matthäus;17
31. Dezember 1981;Basel;M;Argentinien;2;1981;Matthäus;17
31. Dezember 1981;Basel;M;Finnland;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Kanada;3;1981;Matthäus;17
31. Dezember 1981;Basel;W;Neuseeland;1;1981;Matthäus;17
31. Dezember 1981;Basel;W;Niederlande;2;1981;Matthäus;17
31. Dezember 1994;Basel;M;Dominica;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Indonesien;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Iran;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Liberia;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Marokko;4;1994;Matthäus;17
31. Dezember 1994;Basel;M;Philippinen;2;1994;Matthäus;17
31. Dezember 1994;Basel;M;Simbabwe;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Tschad;1;1994;Matthäus;17
31. Dezember 1994;Basel;M;Ungarn;15;1994;Matthäus;17
31. Dezember 1994;Basel;W;Indien;6;1994;Matthäus;17
31. Dezember 1994;Basel;W;Schweden;3;1994;Matthäus;17
31. Dezember 2006;Basel;M;Argentinien;3;2006;Matthäus;17
31. Dezember 2006;Basel;M;Griechenland;7;2006;Matthäus;17
31. Dezember 2006;Basel;M;Liechtenstein;4;2006;Matthäus;17
31. Dezember 2006;Basel;M;Singapur;5;2006;Matthäus;17
31. Dezember 2006;Basel;W;Albanien;5;2006;Matthäus;17
31. Dezember 2006;Basel;W;Australien;7;2006;Matthäus;17
31. Dezember 2006;Basel;W;Irak;13;2006;Matthäus;17
31. Dezember 2006;Basel;W;Israel;3;2006;Matthäus;17
31. Dezember 2006;Basel;W;Litauen;1;2006;Matthäus;17
31. Dezember 2006;Basel;W;Myanmar;1;2006;Matthäus;17
31. Dezember 2006;Basel;W;Nigeria;1;2006;Matthäus;17
31. Dezember 2006;Basel;W;Polen;19;2006;Matthäus;17
31. Dezember 2006;Basel;W;Russland;11;2006;Matthäus;17
31. Dezember 1998;Basel;M;Georgien;2;1998;Matthäus;17
31. Dezember 1998;Basel;M;Indonesien;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Irland;4;1998;Matthäus;17
31. Dezember 1998;Basel;M;Japan;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Kanada;9;1998;Matthäus;17
31. Dezember 1998;Basel;M;Kuba;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Liechtenstein;3;1998;Matthäus;17
31. Dezember 1998;Basel;M;Mexiko;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Slowakei;5;1998;Matthäus;17
31. Dezember 1998;Basel;M;Thailand;6;1998;Matthäus;17
31. Dezember 1998;Basel;M;Venezuela;1;1998;Matthäus;17
31. Dezember 1998;Basel;M;Äthiopien;1;1998;Matthäus;17
31. Dezember 1998;Basel;W;Belgien;3;1998;Matthäus;17
31. Dezember 1998;Basel;W;Finnland;5;1998;Matthäus;17
31. Dezember 1998;Basel;W;Jamaika;2;1998;Matthäus;17
31. Dezember 1998;Basel;W;Peru;1;1998;Matthäus;17
31. Dezember 1998;Basel;W;Russland;14;1998;Matthäus;17
31. Dezember 1998;Basel;W;Sri Lanka;102;1998;Matthäus;17
31. Dezember 1998;Basel;W;Türkei;696;1998;Matthäus;17
31. Dezember 1998;Basel;W;Äthiopien;4;1998;Matthäus;17
31. Dezember 1999;Basel;M;China;16;1999;Matthäus;17
31. Dezember 1999;Basel;M;Deutschland;262;1999;Matthäus;17
31. Dezember 1999;Basel;M;Dänemark;2;1999;Matthäus;17
31. Dezember 1999;Basel;M;Finnland;2;1999;Matthäus;17
31. Dezember 1999;Basel;M;Griechenland;6;1999;Matthäus;17
31. Dezember 1999;Basel;M;Kuba;2;1999;Matthäus;17
31. Dezember 1999;Basel;W;Kroatien;152;1999;Matthäus;17
31. Dezember 1999;Basel;W;Kuba;5;1999;Matthäus;17
31. Dezember 1999;Basel;W;Taiwan;1;1999;Matthäus;17
31. Dezember 1995;Basel;W;Cabo Verde;8;1995;Matthäus;17
31. Dezember 1995;Basel;W;Kanada;3;1995;Matthäus;17
31. Dezember 2005;Basel;M;Ghana;4;2005;Matthäus;17
31. Dezember 2005;Basel;M;Indonesien;2;2005;Matthäus;17
31. Dezember 2005;Basel;M;Jordanien;2;2005;Matthäus;17
31. Dezember 2005;Basel;M;Kanada;14;2005;Matthäus;17
31. Dezember 2005;Basel;W;Belgien;6;2005;Matthäus;17
31. Dezember 2005;Basel;W;Dominikanische Republik;40;2005;Matthäus;17
31. Dezember 2005;Basel;W;Ex-Jugoslawien;609;2005;Matthäus;17
31. Dezember 2005;Basel;W;Iran;8;2005;Matthäus;17
31. Dezember 2005;Basel;W;Kongo (Kinshasa);4;2005;Matthäus;17
31. Dezember 2005;Basel;W;Libanon;2;2005;Matthäus;17
31. Dezember 2005;Basel;W;Togo;1;2005;Matthäus;17
31. Dezember 2005;Basel;W;Tschechien;5;2005;Matthäus;17
31. Dezember 2010;Basel;M;Bosnien und Herzegowina;93;2010;Matthäus;17
31. Dezember 2010;Basel;M;El Salvador;2;2010;Matthäus;17
31. Dezember 2010;Basel;M;Iran;14;2010;Matthäus;17
31. Dezember 2010;Basel;M;Jordanien;1;2010;Matthäus;17
31. Dezember 2010;Basel;W;Israel;3;2010;Matthäus;17
31. Dezember 2010;Basel;W;Kanada;8;2010;Matthäus;17
31. Dezember 2010;Basel;W;Neuseeland;3;2010;Matthäus;17
31. Dezember 2010;Basel;W;Nigeria;1;2010;Matthäus;17
31. Dezember 2010;Basel;W;Nordmazedonien;233;2010;Matthäus;17
31. Dezember 2010;Basel;W;Rumänien;13;2010;Matthäus;17
31. Dezember 2010;Basel;W;Vietnam;21;2010;Matthäus;17
31. Dezember 2004;Basel;M;Mali;2;2004;Matthäus;17
31. Dezember 2004;Basel;M;Norwegen;5;2004;Matthäus;17
31. Dezember 2004;Basel;M;Syrien;3;2004;Matthäus;17
31. Dezember 2004;Basel;M;Vietnam;24;2004;Matthäus;17
31. Dezember 2004;Basel;M;Österreich;40;2004;Matthäus;17
31. Dezember 2004;Basel;W;Kroatien;118;2004;Matthäus;17
31. Dezember 2004;Basel;W;Portugal;112;2004;Matthäus;17
31. Dezember 2004;Basel;M;Frankreich;50;2004;Matthäus;17
31. Dezember 2004;Basel;M;Kroatien;120;2004;Matthäus;17
31. Dezember 2004;Basel;M;Senegal;6;2004;Matthäus;17
31. Dezember 2004;Basel;M;Staat unbekannt oder nicht angegeben;4;2004;Matthäus;17
31. Dezember 2004;Basel;W;Bosnien und Herzegowina;131;2004;Matthäus;17
31. Dezember 2004;Basel;W;Ecuador;8;2004;Matthäus;17
31. Dezember 2004;Basel;W;Jamaika;2;2004;Matthäus;17
31. Dezember 2004;Basel;W;Serbien und Montenegro;5;2004;Matthäus;17
31. Dezember 2004;Basel;W;Indien;17;2004;Matthäus;17
31. Dezember 2004;Basel;W;Pakistan;6;2004;Matthäus;17
31. Dezember 2014;Basel;M;Ecuador;2;2014;Matthäus;17
31. Dezember 2014;Basel;M;Ghana;2;2014;Matthäus;17
31. Dezember 2014;Basel;M;Kongo (Kinshasa);12;2014;Matthäus;17
31. Dezember 2015;Basel;M;Afghanistan;38;2015;Matthäus;17
31. Dezember 2015;Basel;M;Argentinien;5;2015;Matthäus;17
31. Dezember 2015;Basel;M;Bosnien und Herzegowina;62;2015;Matthäus;17
31. Dezember 2015;Basel;M;Costa Rica;3;2015;Matthäus;17
31. Dezember 2015;Basel;M;Deutschland;782;2015;Matthäus;17
31. Dezember 2015;Basel;M;Indonesien;4;2015;Matthäus;17
31. Dezember 2015;Basel;M;Island;2;2015;Matthäus;17
31. Dezember 2015;Basel;M;Israel;5;2015;Matthäus;17
31. Dezember 2015;Basel;M;Libanon;3;2015;Matthäus;17
31. Dezember 2015;Basel;M;Liechtenstein;2;2015;Matthäus;17
31. Dezember 2015;Basel;M;Rumänien;10;2015;Matthäus;17
31. Dezember 2015;Basel;M;Syrien;46;2015;Matthäus;17
31. Dezember 2015;Basel;M;Taiwan;3;2015;Matthäus;17
31. Dezember 2015;Basel;M;Zypern;2;2015;Matthäus;17
31. Dezember 2015;Basel;W;Albanien;7;2015;Matthäus;17
31. Dezember 2015;Basel;W;Algerien;7;2015;Matthäus;17
31. Dezember 2015;Basel;W;Aserbaidschan;2;2015;Matthäus;17
31. Dezember 2015;Basel;W;Bulgarien;24;2015;Matthäus;17
31. Dezember 2015;Basel;W;Finnland;5;2015;Matthäus;17
31. Dezember 2015;Basel;W;Kongo (Kinshasa);12;2015;Matthäus;17
31. Dezember 2015;Basel;W;Liechtenstein;2;2015;Matthäus;17
31. Dezember 2015;Basel;W;Moldova;1;2015;Matthäus;17
31. Dezember 2015;Basel;W;Rumänien;32;2015;Matthäus;17
31. Dezember 2015;Basel;W;Staat unbekannt oder nicht angegeben;3;2015;Matthäus;17
31. Dezember 2020;Basel;M;Algerien;15;2020;Matthäus;17
31. Dezember 2020;Basel;M;Dominikanische Republik;21;2020;Matthäus;17
31. Dezember 2020;Basel;M;Eritrea;118;2020;Matthäus;17
31. Dezember 2020;Basel;M;Guinea;2;2020;Matthäus;17
31. Dezember 2020;Basel;M;Indonesien;2;2020;Matthäus;17
31. Dezember 2020;Basel;M;Iran;19;2020;Matthäus;17
31. Dezember 2020;Basel;M;Island;1;2020;Matthäus;17
31. Dezember 2020;Basel;M;Kongo (Brazzaville);1;2020;Matthäus;17
31. Dezember 2020;Basel;M;Kongo (Kinshasa);6;2020;Matthäus;17
31. Dezember 2020;Basel;M;Libanon;4;2020;Matthäus;17
31. Dezember 2020;Basel;M;Rumänien;33;2020;Matthäus;17
31. Dezember 2020;Basel;M;Syrien;54;2020;Matthäus;17
31. Dezember 2020;Basel;M;Thailand;8;2020;Matthäus;17
31. Dezember 2020;Basel;M;Tunesien;16;2020;Matthäus;17
31. Dezember 2020;Basel;M;Vereinigte Staaten;49;2020;Matthäus;17
31. Dezember 2020;Basel;M;Vietnam;13;2020;Matthäus;17
31. Dezember 2020;Basel;W;Aserbaidschan;1;2020;Matthäus;17
31. Dezember 2020;Basel;W;Kanada;4;2020;Matthäus;17
31. Dezember 2020;Basel;W;Marokko;7;2020;Matthäus;17
31. Dezember 2020;Basel;W;Peru;2;2020;Matthäus;17
31. Dezember 2020;Basel;W;Somalia;10;2020;Matthäus;17
31. Dezember 2020;Basel;W;Österreich;46;2020;Matthäus;17
31. Dezember 2020;Basel;W;Bulgarien;32;2020;Matthäus;17
31. Dezember 2020;Basel;W;Dominikanische Republik;29;2020;Matthäus;17
31. Dezember 2020;Basel;W;Jemen;1;2020;Matthäus;17
31. Dezember 2020;Basel;W;Jordanien;2;2020;Matthäus;17
31. Dezember 2020;Basel;W;Litauen;9;2020;Matthäus;17
31. Dezember 2020;Basel;W;Philippinen;6;2020;Matthäus;17
31. Dezember 2020;Basel;W;Schweden;10;2020;Matthäus;17
31. Dezember 2017;Basel;M;Deutschland;786;2017;Matthäus;17
31. Dezember 2017;Basel;M;El Salvador;3;2017;Matthäus;17
31. Dezember 2017;Basel;M;Italien;498;2017;Matthäus;17
31. Dezember 2017;Basel;M;Kasachstan;1;2017;Matthäus;17
31. Dezember 2017;Basel;M;Kuba;5;2017;Matthäus;17
31. Dezember 2017;Basel;M;Mali;2;2017;Matthäus;17
31. Dezember 2017;Basel;M;Nordmazedonien;209;2017;Matthäus;17
31. Dezember 2017;Basel;M;Syrien;38;2017;Matthäus;17
31. Dezember 2017;Basel;M;Tadschikistan;6;2017;Matthäus;17
31. Dezember 2017;Basel;M;Tansania;2;2017;Matthäus;17
31. Dezember 2017;Basel;M;Ungarn;37;2017;Matthäus;17
31. Dezember 2017;Basel;W;Albanien;9;2017;Matthäus;17
31. Dezember 2017;Basel;W;Belarus;1;2017;Matthäus;17
31. Dezember 2017;Basel;W;Bosnien und Herzegowina;49;2017;Matthäus;17
31. Dezember 2017;Basel;W;El Salvador;1;2017;Matthäus;17
31. Dezember 2017;Basel;W;Griechenland;15;2017;Matthäus;17
31. Dezember 2017;Basel;W;Honduras;1;2017;Matthäus;17
31. Dezember 2017;Basel;W;Jemen;2;2017;Matthäus;17
31. Dezember 2017;Basel;W;Kolumbien;6;2017;Matthäus;17
31. Dezember 2017;Basel;W;Korea (Süd-);7;2017;Matthäus;17
31. Dezember 2017;Basel;W;Niederlande;22;2017;Matthäus;17
31. Dezember 2017;Basel;W;Nordmazedonien;205;2017;Matthäus;17
31. Dezember 2017;Basel;W;Portugal;233;2017;Matthäus;17
31. Dezember 2017;Basel;W;Schweden;5;2017;Matthäus;17
31. Dezember 2017;Basel;W;Senegal;1;2017;Matthäus;17
31. Dezember 2017;Basel;W;Sri Lanka;54;2017;Matthäus;17
31. Dezember 2017;Basel;W;Tschechien;15;2017;Matthäus;17
31. Dezember 2017;Basel;W;Venezuela;4;2017;Matthäus;17
31. Dezember 2016;Basel;M;Argentinien;6;2016;Matthäus;17
31. Dezember 2016;Basel;M;Bosnien und Herzegowina;57;2016;Matthäus;17
31. Dezember 2016;Basel;M;Dänemark;6;2016;Matthäus;17
31. Dezember 2016;Basel;M;Ecuador;2;2016;Matthäus;17
31. Dezember 2023;Basel;M;Brasilien;23;2023;Matthäus;17
31. Dezember 2023;Basel;M;Cabo Verde;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Georgien;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Korea (Süd-);3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Montenegro;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Niederlande;28;2023;Matthäus;17
31. Dezember 2023;Basel;M;Philippinen;3;2023;Matthäus;17
31. Dezember 2023;Basel;M;Singapur;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Taiwan;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Tansania;2;2023;Matthäus;17
31. Dezember 2023;Basel;M;Trinidad und Tobago;1;2023;Matthäus;17
31. Dezember 2023;Basel;M;Ukraine;33;2023;Matthäus;17
31. Dezember 2023;Basel;W;Gambia;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Guatemala;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kirgisistan;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Kosovo;143;2023;Matthäus;17
31. Dezember 2023;Basel;W;Liechtenstein;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Malaysia;1;2023;Matthäus;17
31. Dezember 2023;Basel;W;Mongolei;2;2023;Matthäus;17
31. Dezember 2023;Basel;W;Nordmazedonien;158;2023;Matthäus;17
31. Dezember 2023;Basel;W;Peru;5;2023;Matthäus;17
31. Dezember 2023;Basel;W;Serbien;125;2023;Matthäus;17
31. Dezember 2023;Basel;W;Ungarn;33;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vereinigte Staaten;53;2023;Matthäus;17
31. Dezember 2023;Basel;W;Vereinigtes Königreich;44;2023;Matthäus;17
31. Dezember 2023;Basel;W;Äthiopien;5;2023;Matthäus;17
31. Dezember 2001;Basel;M;Belgien;7;2001;Matthäus;17
31. Dezember 2001;Basel;M;Dänemark;3;2001;Matthäus;17
31. Dezember 2001;Basel;M;Ex-Jugoslawien;667;2001;Matthäus;17
31. Dezember 2001;Basel;M;Marokko;7;2001;Matthäus;17
31. Dezember 2001;Basel;M;Myanmar;1;2001;Matthäus;17
31. Dezember 2001;Basel;M;Niederlande;14;2001;Matthäus;17
31. Dezember 2001;Basel;M;Thailand;5;2001;Matthäus;17
31. Dezember 2001;Basel;W;Ecuador;2;2001;Matthäus;17
31. Dezember 2001;Basel;W;Finnland;8;2001;Matthäus;17
31. Dezember 2001;Basel;W;Kolumbien;6;2001;Matthäus;17
31. Dezember 2001;Basel;W;Litauen;1;2001;Matthäus;17
31. Dezember 2001;Basel;W;Rumänien;5;2001;Matthäus;17
31. Dezember 2001;Basel;W;Ungarn;7;2001;Matthäus;17
31. Dezember 2001;Basel;W;Venezuela;5;2001;Matthäus;17
31. Dezember 1998;Basel;M;Cabo Verde;4;1998;Matthäus;17
31. Dezember 1979;Basel;M;Indonesien;1;1979;Matthäus;17
31. Dezember 1979;Basel;M;Vietnam;3;1979;Matthäus;17
31. Dezember 1989;Basel;M;Bulgarien;1;1989;Matthäus;17
31. Dezember 1989;Basel;M;Indonesien;3;1989;Matthäus;17
31. Dezember 1989;Basel;M;Tschechoslowakei;14;1989;Matthäus;17
31. Dezember 1989;Basel;W;Frankreich;33;1989;Matthäus;17
31. Dezember 1989;Basel;W;Rumänien;7;1989;Matthäus;17
31. Dezember 1989;Basel;W;Schweiz;5063;1989;Matthäus;17
31. Dezember 1989;Basel;W;Südafrika;1;1989;Matthäus;17
31. Dezember 1990;Basel;M;Côte d'Ivoire;1;1990;Matthäus;17
31. Dezember 1990;Basel;M;Brasilien;4;1990;Matthäus;17
31. Dezember 1987;Basel;M;Australien;5;1987;Matthäus;17
31. Dezember 1987;Basel;M;Chile;5;1987;Matthäus;17
31. Dezember 1987;Basel;M;Ex-Jugoslawien;360;1987;Matthäus;17
31. Dezember 1987;Basel;M;Philippinen;1;1987;Matthäus;17
31. Dezember 1987;Basel;M;Polen;6;1987;Matthäus;17
31. Dezember 1987;Basel;M;Rumänien;2;1987;Matthäus;17
31. Dezember 1987;Basel;M;Simbabwe;1;1987;Matthäus;17
31. Dezember 1987;Basel;M;Taiwan;1;1987;Matthäus;17
31. Dezember 1987;Basel;W;Cabo Verde;2;1987;Matthäus;17
31. Dezember 1987;Basel;W;Dänemark;4;1987;Matthäus;17
31. Dezember 1987;Basel;W;Italien;1062;1987;Matthäus;17
31. Dezember 1987;Basel;W;Jamaika;2;1987;Matthäus;17
31. Dezember 1987;Basel;W;Kanada;3;1987;Matthäus;17
31. Dezember 1987;Basel;W;Vereinigte Staaten;23;1987;Matthäus;17
31. Dezember 1987;Basel;W;Vietnam;32;1987;Matthäus;17
31. Dezember 1991;Basel;M;Afghanistan;3;1991;Matthäus;17
31. Dezember 1991;Basel;M;Kanada;5;1991;Matthäus;17
31. Dezember 1991;Basel;M;Liechtenstein;6;1991;Matthäus;17
31. Dezember 1991;Basel;M;Luxemburg;2;1991;Matthäus;17
31. Dezember 1991;Basel;W;Trinidad und Tobago;1;1991;Matthäus;17
31. Dezember 1991;Basel;W;Ungarn;12;1991;Matthäus;17
31. Dezember 1991;Basel;W;Vereinigte Staaten;15;1991;Matthäus;17
31. Dezember 1991;Basel;W;Ägypten;2;1991;Matthäus;17
31. Dezember 1991;Basel;W;Somalia;2;1991;Matthäus;17
31. Dezember 1991;Basel;W;Türkei;653;1991;Matthäus;17
31. Dezember 2011;Basel;M;Côte d'Ivoire;4;2011;Matthäus;17
31. Dezember 2011;Basel;M;Ecuador;6;2011;Matthäus;17
31. Dezember 2011;Basel;M;Indien;241;2011;Matthäus;17
31. Dezember 2011;Basel;M;Indonesien;3;2011;Matthäus;17
31. Dezember 2011;Basel;M;Iran;18;2011;Matthäus;17
31. Dezember 2011;Basel;M;Kongo (Kinshasa);6;2011;Matthäus;17
31. Dezember 2011;Basel;M;Schweden;8;2011;Matthäus;17
31. Dezember 2011;Basel;M;Serbien und Montenegro;260;2011;Matthäus;17
31. Dezember 2011;Basel;M;Südafrika;2;2011;Matthäus;17
31. Dezember 2011;Basel;M;Ungarn;16;2011;Matthäus;17
31. Dezember 2011;Basel;W;Chile;1;2011;Matthäus;17
31. Dezember 2011;Basel;W;Irak;13;2011;Matthäus;17
31. Dezember 2011;Basel;W;Philippinen;6;2011;Matthäus;17
31. Dezember 2011;Basel;W;Portugal;203;2011;Matthäus;17
31. Dezember 2011;Basel;W;Türkei;423;2011;Matthäus;17
31. Dezember 2013;Basel;M;Vietnam;16;2013;Matthäus;17
31. Dezember 2013;Basel;W;Iran;15;2013;Matthäus;17
31. Dezember 2013;Basel;W;Nordmazedonien;231;2013;Matthäus;17
31. Dezember 2011;Basel;M;Australien;4;2011;Matthäus;17
31. Dezember 2011;Basel;M;China;29;2011;Matthäus;17
31. Dezember 2011;Basel;M;Griechenland;7;2011;Matthäus;17
31. Dezember 2011;Basel;M;Syrien;13;2011;Matthäus;17
31. Dezember 2011;Basel;W;Bangladesch;7;2011;Matthäus;17
31. Dezember 2011;Basel;W;Kroatien;82;2011;Matthäus;17
31. Dezember 2011;Basel;W;Luxemburg;1;2011;Matthäus;17
31. Dezember 2014;Basel;M;Dominikanische Republik;13;2014;Matthäus;17
31. Dezember 2014;Basel;M;Nepal;3;2014;Matthäus;17
31. Dezember 2014;Basel;M;Saudi-Arabien;1;2014;Matthäus;17
31. Dezember 2014;Basel;M;Usbekistan;1;2014;Matthäus;17
31. Dezember 2014;Basel;M;Vereinigte Staaten;60;2014;Matthäus;17
31. Dezember 2014;Basel;W;Griechenland;8;2014;Matthäus;17
31. Dezember 2014;Basel;W;Haiti;1;2014;Matthäus;17
31. Dezember 2014;Basel;W;Jamaika;1;2014;Matthäus;17
31. Dezember 2014;Basel;W;Jordanien;3;2014;Matthäus;17
31. Dezember 2014;Basel;W;Pakistan;9;2014;Matthäus;17
31. Dezember 2014;Basel;W;Singapur;1;2014;Matthäus;17
31. Dezember 2014;Basel;W;Tansania;1;2014;Matthäus;17
31. Dezember 2014;Basel;W;Österreich;42;2014;Matthäus;17
31. Dezember 2016;Basel;M;Kolumbien;6;2016;Matthäus;17
31. Dezember 2016;Basel;M;Marokko;15;2016;Matthäus;17
31. Dezember 2016;Basel;W;Haiti;1;2016;Matthäus;17
31. Dezember 2016;Basel;W;Iran;16;2016;Matthäus;17
31. Dezember 2016;Basel;W;Kolumbien;6;2016;Matthäus;17
31. Dezember 2016;Basel;W;Korea (Süd-);5;2016;Matthäus;17
31. Dezember 2016;Basel;W;Polen;28;2016;Matthäus;17
31. Dezember 2016;Basel;W;Portugal;244;2016;Matthäus;17
31. Dezember 2016;Basel;W;Schweiz;3964;2016;Matthäus;17
31. Dezember 2016;Basel;W;Sri Lanka;53;2016;Matthäus;17
31. Dezember 2016;Basel;W;Ungarn;29;2016;Matthäus;17
31. Dezember 2019;Basel;M;Malaysia;4;2019;Matthäus;17
31. Dezember 2019;Basel;M;Mexiko;2;2019;Matthäus;17
31. Dezember 2019;Basel;M;Neuseeland;2;2019;Matthäus;17
31. Dezember 2019;Basel;M;Nigeria;10;2019;Matthäus;17
31. Dezember 2019;Basel;M;Togo;1;2019;Matthäus;17
31. Dezember 2019;Basel;W;Guatemala;1;2019;Matthäus;17
31. Dezember 2021;Basel;M;Algerien;14;2021;Matthäus;17
31. Dezember 2021;Basel;M;China;38;2021;Matthäus;17
31. Dezember 2021;Basel;M;Dänemark;5;2021;Matthäus;17
31. Dezember 2018;Basel;M;Tansania;1;2018;Matthäus;17
31. Dezember 2018;Basel;M;Togo;1;2018;Matthäus;17
31. Dezember 2018;Basel;W;Honduras;1;2018;Matthäus;17
31. Dezember 2018;Basel;W;Italien;389;2018;Matthäus;17
31. Dezember 2018;Basel;W;Kongo (Kinshasa);5;2018;Matthäus;17
31. Dezember 2018;Basel;W;Äthiopien;2;2018;Matthäus;17
31. Dezember 2021;Basel;M;Kolumbien;12;2021;Matthäus;17
31. Dezember 2021;Basel;M;Libyen;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Montenegro;1;2021;Matthäus;17
31. Dezember 2021;Basel;M;Venezuela;3;2021;Matthäus;17
31. Dezember 2021;Basel;M;Vietnam;9;2021;Matthäus;17
31. Dezember 2021;Basel;W;Albanien;11;2021;Matthäus;17
31. Dezember 2021;Basel;W;Belgien;8;2021;Matthäus;17
31. Dezember 2021;Basel;W;Brasilien;55;2021;Matthäus;17
31. Dezember 2021;Basel;W;Vietnam;13;2021;Matthäus;17
31. Dezember 1995;Basel;M;Belgien;2;1995;Matthäus;17
31. Dezember 1995;Basel;M;Bulgarien;1;1995;Matthäus;17
31. Dezember 1995;Basel;M;Dänemark;3;1995;Matthäus;17
31. Dezember 1995;Basel;M;Frankreich;33;1995;Matthäus;17
31. Dezember 1995;Basel;M;Indien;19;1995;Matthäus;17
31. Dezember 1995;Basel;M;Mexiko;2;1995;Matthäus;17
31. Dezember 1995;Basel;M;Peru;4;1995;Matthäus;17
31. Dezember 1995;Basel;M;Rumänien;1;1995;Matthäus;17
31. Dezember 1995;Basel;M;St. Lucia;1;1995;Matthäus;17
31. Dezember 1995;Basel;M;Tunesien;5;1995;Matthäus;17
31. Dezember 1994;Basel;W;Mexiko;4;1994;Matthäus;17
31. Dezember 1980;Basel;M;Griechenland;16;1980;Matthäus;17
31. Dezember 1980;Basel;M;Luxemburg;3;1980;Matthäus;17
31. Dezember 1980;Basel;M;Tunesien;3;1980;Matthäus;17
31. Dezember 1980;Basel;W;Belgien;3;1980;Matthäus;17
31. Dezember 1980;Basel;W;Italien;1172;1980;Matthäus;17
31. Dezember 1980;Basel;W;Niederlande;2;1980;Matthäus;17
31. Dezember 1980;Basel;W;Portugal;6;1980;Matthäus;17
31. Dezember 1980;Basel;W;Sri Lanka;1;1980;Matthäus;17
31. Dezember 1980;Basel;W;Thailand;1;1980;Matthäus;17
31. Dezember 1980;Basel;W;Tschechoslowakei;31;1980;Matthäus;17
31. Dezember 1982;Basel;M;Israel;5;1982;Matthäus;17
31. Dezember 1982;Basel;M;Mexiko;1;1982;Matthäus;17
31. Dezember 1982;Basel;M;Peru;3;1982;Matthäus;17
31. Dezember 1982;Basel;M;Polen;5;1982;Matthäus;17
31. Dezember 1982;Basel;M;Vereinigtes Königreich;28;1982;Matthäus;17
31. Dezember 1982;Basel;W;Deutschland;185;1982;Matthäus;17
31. Dezember 1982;Basel;W;Finnland;9;1982;Matthäus;17
